-180,65, phh2o ,1294,6.76166, ASIA
-73,65.5, phh2o ,1270,5.98, NAMERICA
-73,66, phh2o ,1245,5.98, NAMERICA
-73,66.5, phh2o ,1220,5.98, NAMERICA
-73,68, phh2o ,1146,6.16905, NAMERICA
-73,68.5, phh2o ,1120,6.16905, NAMERICA
-73,69, phh2o ,1095,6.16905, NAMERICA
-73,69.5, phh2o ,1070,6.16905, NAMERICA
-72.5,65, phh2o ,1294,5.98, NAMERICA
-72.5,65.5, phh2o ,1270,5.98, NAMERICA
-72.5,66, phh2o ,1245,5.98, NAMERICA
-72.5,66.5, phh2o ,1220,6.07453, NAMERICA
-72.5,67, phh2o ,1195,6.16905, NAMERICA
-72.5,67.5, phh2o ,1171,6.16905, NAMERICA
-72.5,68, phh2o ,1146,6.16905, NAMERICA
-72.5,68.5, phh2o ,1120,6.16905, NAMERICA
-72.5,69, phh2o ,1095,6.16905, NAMERICA
-72.5,69.5, phh2o ,1070,6.16905, NAMERICA
-72,65, phh2o ,1294,5.98, NAMERICA
-72,65.5, phh2o ,1270,5.98, NAMERICA
-72,66, phh2o ,1245,5.98, NAMERICA
-72,66.5, phh2o ,1220,6.11654, NAMERICA
-72,67, phh2o ,1195,6.16905, NAMERICA
-72,67.5, phh2o ,1171,6.16905, NAMERICA
-72,68, phh2o ,1146,6.16905, NAMERICA
-72,68.5, phh2o ,1120,6.16905, NAMERICA
-72,69, phh2o ,1095,6.16905, NAMERICA
-72,69.5, phh2o ,1070,6.16905, NAMERICA
-71.5,65, phh2o ,1294,5.98573, NAMERICA
-71.5,65.5, phh2o ,1270,5.98, NAMERICA
-71.5,66, phh2o ,1245,6.03041, NAMERICA
-71.5,66.5, phh2o ,1220,6.16905, NAMERICA
-71.5,67, phh2o ,1195,6.16905, NAMERICA
-71.5,67.5, phh2o ,1171,6.16905, NAMERICA
-71.5,68, phh2o ,1146,6.16905, NAMERICA
-71.5,68.5, phh2o ,1120,6.16905, NAMERICA
-71.5,69, phh2o ,1095,6.16905, NAMERICA
-71.5,69.5, phh2o ,1070,6.16905, NAMERICA
-71,65, phh2o ,1294,6.13229, NAMERICA
-71,65.5, phh2o ,1270,6.16905, NAMERICA
-71,67, phh2o ,1195,6.16905, NAMERICA
-71,67.5, phh2o ,1171,6.16905, NAMERICA
-71,68, phh2o ,1146,6.16905, NAMERICA
-71,68.5, phh2o ,1120,6.16905, NAMERICA
-71,69, phh2o ,1095,6.16905, NAMERICA
-71,69.5, phh2o ,1070,6.16905, NAMERICA
-70.5,65, phh2o ,1294,6.16905, NAMERICA
-70.5,65.5, phh2o ,1270,6.16905, NAMERICA
-70.5,66.5, phh2o ,1220,6.16905, NAMERICA
-70.5,67, phh2o ,1195,6.16905, NAMERICA
-70.5,67.5, phh2o ,1171,6.16905, NAMERICA
-70.5,68, phh2o ,1146,6.16905, NAMERICA
-70.5,68.5, phh2o ,1120,6.16905, NAMERICA
-70.5,69, phh2o ,1095,6.16905, NAMERICA
-70.5,69.5, phh2o ,1070,6.16905, NAMERICA
-70,65, phh2o ,1294,6.16905, NAMERICA
-70,65.5, phh2o ,1270,6.16905, NAMERICA
-70,66, phh2o ,1245,6.16905, NAMERICA
-70,66.5, phh2o ,1220,6.16905, NAMERICA
-70,67, phh2o ,1195,6.16905, NAMERICA
-70,67.5, phh2o ,1171,6.16905, NAMERICA
-70,68, phh2o ,1146,6.16905, NAMERICA
-70,68.5, phh2o ,1120,6.16905, NAMERICA
-70,69, phh2o ,1095,6.16905, NAMERICA
-70,69.5, phh2o ,1070,6.16905, NAMERICA
-69.5,65, phh2o ,1294,6.16905, NAMERICA
-69.5,65.5, phh2o ,1270,6.16905, NAMERICA
-69.5,66, phh2o ,1245,6.16905, NAMERICA
-69.5,66.5, phh2o ,1220,6.16905, NAMERICA
-69.5,67, phh2o ,1195,6.16905, NAMERICA
-69.5,67.5, phh2o ,1171,6.16905, NAMERICA
-69.5,68, phh2o ,1146,6.16905, NAMERICA
-69.5,68.5, phh2o ,1120,6.16905, NAMERICA
-69.5,69, phh2o ,1095,6.16905, NAMERICA
-69.5,69.5, phh2o ,1070,6.16905, NAMERICA
-69,65, phh2o ,1294,6.16905, NAMERICA
-69,65.5, phh2o ,1270,6.16905, NAMERICA
-69,66, phh2o ,1245,6.16905, NAMERICA
-69,66.5, phh2o ,1220,6.16905, NAMERICA
-69,67, phh2o ,1195,6.16905, NAMERICA
-69,67.5, phh2o ,1171,6.16905, NAMERICA
-69,68, phh2o ,1146,6.16905, NAMERICA
-69,68.5, phh2o ,1120,6.16905, NAMERICA
-69,69, phh2o ,1095,6.16905, NAMERICA
-69,69.5, phh2o ,1070,6.16905, NAMERICA
-68.5,65, phh2o ,1294,6.16905, NAMERICA
-68.5,65.5, phh2o ,1270,6.16905, NAMERICA
-68.5,66, phh2o ,1245,6.16905, NAMERICA
-68.5,66.5, phh2o ,1220,6.16905, NAMERICA
-68.5,67, phh2o ,1195,6.16905, NAMERICA
-68.5,67.5, phh2o ,1171,6.16905, NAMERICA
-68.5,68, phh2o ,1146,6.16905, NAMERICA
-68.5,68.5, phh2o ,1120,6.16905, NAMERICA
-68.5,69, phh2o ,1095,6.16905, NAMERICA
-68.5,69.5, phh2o ,1070,6.16905, NAMERICA
-68,65, phh2o ,1294,6.16905, NAMERICA
-68,65.5, phh2o ,1270,6.16905, NAMERICA
-68,66, phh2o ,1245,6.16905, NAMERICA
-68,66.5, phh2o ,1220,6.16905, NAMERICA
-68,67, phh2o ,1195,6.16905, NAMERICA
-68,67.5, phh2o ,1171,6.16905, NAMERICA
-68,68, phh2o ,1146,6.16905, NAMERICA
-68,69, phh2o ,1095,6.16905, NAMERICA
-68,69.5, phh2o ,1070,6.16905, NAMERICA
-67.5,65, phh2o ,1294,6.16905, NAMERICA
-67.5,66, phh2o ,1245,6.16905, NAMERICA
-67.5,66.5, phh2o ,1220,6.16905, NAMERICA
-67.5,67, phh2o ,1195,6.16905, NAMERICA
-67.5,67.5, phh2o ,1171,6.16905, NAMERICA
-67.5,68, phh2o ,1146,6.16905, NAMERICA
-67.5,69, phh2o ,1095,6.16905, NAMERICA
-67.5,69.5, phh2o ,1070,5.47, NAMERICA
-67,66.5, phh2o ,1220,6.16905, NAMERICA
-67,67, phh2o ,1195,6.16905, NAMERICA
-67,67.5, phh2o ,1171,6.16905, NAMERICA
-67,68, phh2o ,1146,6.16905, NAMERICA
-67,69, phh2o ,1095,5.47, NAMERICA
-66.5,66, phh2o ,1245,6.16905, NAMERICA
-66.5,66.5, phh2o ,1220,6.16905, NAMERICA
-66.5,67, phh2o ,1195,6.16905, NAMERICA
-66.5,67.5, phh2o ,1171,6.16905, NAMERICA
-66,66, phh2o ,1245,6.16905, NAMERICA
-66,66.5, phh2o ,1220,6.16905, NAMERICA
-66,67, phh2o ,1195,6.16905, NAMERICA
-66,67.5, phh2o ,1171,5.47, NAMERICA
-65.5,65.5, phh2o ,1270,6.16905, NAMERICA
-65.5,66, phh2o ,1245,6.16905, NAMERICA
-65.5,66.5, phh2o ,1220,6.16905, NAMERICA
-65.5,67, phh2o ,1195,6.16905, NAMERICA
-65.5,67.5, phh2o ,1171,6.16905, NAMERICA
-65,65, phh2o ,1294,6.16905, NAMERICA
-65,65.5, phh2o ,1270,6.16905, NAMERICA
-65,66, phh2o ,1245,6.16905, NAMERICA
-65,66.5, phh2o ,1220,6.16905, NAMERICA
-65,67, phh2o ,1195,6.16905, NAMERICA
-65,67.5, phh2o ,1171,6.16905, NAMERICA
-64.5,65, phh2o ,1294,6.16905, NAMERICA
-64.5,65.5, phh2o ,1270,6.16905, NAMERICA
-64.5,66, phh2o ,1245,6.16905, NAMERICA
-64.5,66.5, phh2o ,1220,6.16905, NAMERICA
-64.5,67, phh2o ,1195,6.16905, NAMERICA
-64,65, phh2o ,1294,6.16905, NAMERICA
-64,65.5, phh2o ,1270,6.16905, NAMERICA
-64,66, phh2o ,1245,6.16905, NAMERICA
-64,66.5, phh2o ,1220,6.16905, NAMERICA
-64,67, phh2o ,1195,6.16905, NAMERICA
-63.5,65.5, phh2o ,1270,6.16905, NAMERICA
-63.5,66, phh2o ,1245,6.16905, NAMERICA
-63.5,66.5, phh2o ,1220,6.16905, NAMERICA
-63.5,67, phh2o ,1195,5.47, NAMERICA
-63,65.5, phh2o ,1270,6.16905, NAMERICA
-63,66, phh2o ,1245,6.16905, NAMERICA
-63,66.5, phh2o ,1220,6.16905, NAMERICA
-62.5,66, phh2o ,1245,6.16905, NAMERICA
-62.5,66.5, phh2o ,1220,6.16905, NAMERICA
-62,66.5, phh2o ,1220,5.47, NAMERICA
-55,69.5, phh2o ,1070,5.47, NAMERICA
-54.5,69.5, phh2o ,1070,5.47, NAMERICA
-54,67, phh2o ,1195,5.47, NAMERICA
-54,69, phh2o ,1095,5.47, NAMERICA
-54,69.5, phh2o ,1070,5.47, NAMERICA
-53.5,65.5, phh2o ,1270,5.47, NAMERICA
-53.5,66, phh2o ,1245,5.47, NAMERICA
-53.5,66.5, phh2o ,1220,5.47, NAMERICA
-53.5,67, phh2o ,1195,5.47, NAMERICA
-53.5,67.5, phh2o ,1171,5.47, NAMERICA
-53.5,68, phh2o ,1146,5.47, NAMERICA
-53.5,69, phh2o ,1095,5.47, NAMERICA
-53.5,69.5, phh2o ,1070,5.47, NAMERICA
-53,65.5, phh2o ,1270,5.47, NAMERICA
-53,66, phh2o ,1245,5.47, NAMERICA
-53,66.5, phh2o ,1220,5.47, NAMERICA
-53,67, phh2o ,1195,5.47, NAMERICA
-53,67.5, phh2o ,1171,5.47, NAMERICA
-53,68, phh2o ,1146,5.47, NAMERICA
-53,69.5, phh2o ,1070,5.47, NAMERICA
-52.5,65, phh2o ,1294,5.47, NAMERICA
-52.5,65.5, phh2o ,1270,5.47, NAMERICA
-52.5,66, phh2o ,1245,5.47, NAMERICA
-52.5,66.5, phh2o ,1220,5.47, NAMERICA
-52.5,67, phh2o ,1195,5.47, NAMERICA
-52.5,67.5, phh2o ,1171,5.47, NAMERICA
-52.5,68, phh2o ,1146,5.47, NAMERICA
-52.5,68.5, phh2o ,1120,5.47, NAMERICA
-52.5,69.5, phh2o ,1070,5.47, NAMERICA
-52,65, phh2o ,1294,5.47, NAMERICA
-52,65.5, phh2o ,1270,5.47, NAMERICA
-52,66, phh2o ,1245,5.47, NAMERICA
-52,66.5, phh2o ,1220,5.47, NAMERICA
-52,67, phh2o ,1195,5.47, NAMERICA
-52,67.5, phh2o ,1171,5.47, NAMERICA
-52,68, phh2o ,1146,5.47, NAMERICA
-51.5,65, phh2o ,1294,5.47, NAMERICA
-51.5,65.5, phh2o ,1270,5.47, NAMERICA
-51.5,66, phh2o ,1245,5.47, NAMERICA
-51.5,66.5, phh2o ,1220,5.47, NAMERICA
-51.5,67, phh2o ,1195,5.47, NAMERICA
-51.5,67.5, phh2o ,1171,5.47, NAMERICA
-51.5,68, phh2o ,1146,5.47, NAMERICA
-51.5,68.5, phh2o ,1120,5.47, NAMERICA
-51.5,69.5, phh2o ,1070,5.47, NAMERICA
-51,65, phh2o ,1294,5.47, NAMERICA
-51,65.5, phh2o ,1270,5.47, NAMERICA
-51,66, phh2o ,1245,5.47, NAMERICA
-51,66.5, phh2o ,1220,5.47, NAMERICA
-51,67, phh2o ,1195,5.47, NAMERICA
-51,67.5, phh2o ,1171,5.47, NAMERICA
-51,68, phh2o ,1146,5.47, NAMERICA
-51,68.5, phh2o ,1120,5.47, NAMERICA
-51,69, phh2o ,1095,5.47, NAMERICA
-51,69.5, phh2o ,1070,5.47, NAMERICA
-50.5,65, phh2o ,1294,5.47, NAMERICA
-50.5,65.5, phh2o ,1270,5.47, NAMERICA
-50.5,66, phh2o ,1245,5.47, NAMERICA
-50.5,66.5, phh2o ,1220,5.47, NAMERICA
-50.5,67, phh2o ,1195,5.47, NAMERICA
-50.5,67.5, phh2o ,1171,5.47, NAMERICA
-50.5,68, phh2o ,1146,5.47, NAMERICA
-50.5,68.5, phh2o ,1120,5.47, NAMERICA
-50.5,69, phh2o ,1095,5.47, NAMERICA
-50.5,69.5, phh2o ,1070,5.47, NAMERICA
-50,65, phh2o ,1294,5.47, NAMERICA
-50,65.5, phh2o ,1270,5.47, NAMERICA
-50,66, phh2o ,1245,5.47, NAMERICA
-50,66.5, phh2o ,1220,5.47, NAMERICA
-50,67, phh2o ,1195,5.47, NAMERICA
-50,67.5, phh2o ,1171,5.47, NAMERICA
-50,68, phh2o ,1146,5.47, NAMERICA
-50,68.5, phh2o ,1120,5.47, NAMERICA
-50,69, phh2o ,1095,5.47, NAMERICA
-50,69.5, phh2o ,1070,5.47, NAMERICA
-49.5,65, phh2o ,1294,5.47, NAMERICA
-49.5,65.5, phh2o ,1270,5.47, NAMERICA
-49.5,66, phh2o ,1245,5.47, NAMERICA
-49.5,66.5, phh2o ,1220,5.47, NAMERICA
-49.5,67, phh2o ,1195,5.47, NAMERICA
-49.5,67.5, phh2o ,1171,5.47, NAMERICA
-49.5,68, phh2o ,1146,5.47, NAMERICA
-49.5,68.5, phh2o ,1120,5.47, NAMERICA
-49.5,69, phh2o ,1095,5.47, NAMERICA
-49.5,69.5, phh2o ,1070,5.47, NAMERICA
-49,65, phh2o ,1294,5.47, NAMERICA
-49,65.5, phh2o ,1270,5.47, NAMERICA
-49,66, phh2o ,1245,5.47, NAMERICA
-49,66.5, phh2o ,1220,5.47, NAMERICA
-49,67, phh2o ,1195,5.47, NAMERICA
-49,67.5, phh2o ,1171,5.47, NAMERICA
-49,68, phh2o ,1146,5.47, NAMERICA
-49,68.5, phh2o ,1120,5.47, NAMERICA
-49,69, phh2o ,1095,5.47, NAMERICA
-49,69.5, phh2o ,1070,5.47, NAMERICA
-48.5,65, phh2o ,1294,5.47, NAMERICA
-48.5,65.5, phh2o ,1270,5.47, NAMERICA
-48.5,66, phh2o ,1245,5.47, NAMERICA
-48.5,66.5, phh2o ,1220,5.47, NAMERICA
-48.5,67, phh2o ,1195,5.47, NAMERICA
-48.5,67.5, phh2o ,1171,5.47, NAMERICA
-48.5,68, phh2o ,1146,5.47, NAMERICA
-48.5,68.5, phh2o ,1120,5.47, NAMERICA
-48.5,69, phh2o ,1095,5.47, NAMERICA
-48.5,69.5, phh2o ,1070,5.47, NAMERICA
-48,65, phh2o ,1294,5.47, NAMERICA
-48,65.5, phh2o ,1270,5.47, NAMERICA
-48,66, phh2o ,1245,5.47, NAMERICA
-48,66.5, phh2o ,1220,5.47, NAMERICA
-48,67, phh2o ,1195,5.47, NAMERICA
-48,67.5, phh2o ,1171,5.47, NAMERICA
-48,68, phh2o ,1146,5.47, NAMERICA
-48,68.5, phh2o ,1120,5.47, NAMERICA
-48,69, phh2o ,1095,5.47, NAMERICA
-48,69.5, phh2o ,1070,5.47, NAMERICA
-47.5,65, phh2o ,1294,5.47, NAMERICA
-47.5,65.5, phh2o ,1270,5.47, NAMERICA
-47.5,66, phh2o ,1245,5.47, NAMERICA
-47.5,66.5, phh2o ,1220,5.47, NAMERICA
-47.5,67, phh2o ,1195,5.47, NAMERICA
-47.5,67.5, phh2o ,1171,5.47, NAMERICA
-47.5,68, phh2o ,1146,5.47, NAMERICA
-47.5,68.5, phh2o ,1120,5.47, NAMERICA
-47.5,69, phh2o ,1095,5.47, NAMERICA
-47.5,69.5, phh2o ,1070,5.47, NAMERICA
-47,65, phh2o ,1294,5.47, NAMERICA
-47,65.5, phh2o ,1270,5.47, NAMERICA
-47,66, phh2o ,1245,5.47, NAMERICA
-47,66.5, phh2o ,1220,5.47, NAMERICA
-47,67, phh2o ,1195,5.47, NAMERICA
-47,67.5, phh2o ,1171,5.47, NAMERICA
-47,68, phh2o ,1146,5.47, NAMERICA
-47,68.5, phh2o ,1120,5.47, NAMERICA
-47,69, phh2o ,1095,5.47, NAMERICA
-47,69.5, phh2o ,1070,5.47, NAMERICA
-46.5,65, phh2o ,1294,5.47, NAMERICA
-46.5,65.5, phh2o ,1270,5.47, NAMERICA
-46.5,66, phh2o ,1245,5.47, NAMERICA
-46.5,66.5, phh2o ,1220,5.47, NAMERICA
-46.5,67, phh2o ,1195,5.47, NAMERICA
-46.5,67.5, phh2o ,1171,5.47, NAMERICA
-46.5,68, phh2o ,1146,5.47, NAMERICA
-46.5,68.5, phh2o ,1120,5.47, NAMERICA
-46.5,69, phh2o ,1095,5.47, NAMERICA
-46.5,69.5, phh2o ,1070,5.47, NAMERICA
-46,65, phh2o ,1294,5.47, NAMERICA
-46,65.5, phh2o ,1270,5.47, NAMERICA
-46,66, phh2o ,1245,5.47, NAMERICA
-46,66.5, phh2o ,1220,5.47, NAMERICA
-46,67, phh2o ,1195,5.47, NAMERICA
-46,67.5, phh2o ,1171,5.47, NAMERICA
-46,68, phh2o ,1146,5.47, NAMERICA
-46,68.5, phh2o ,1120,5.47, NAMERICA
-46,69, phh2o ,1095,5.47, NAMERICA
-46,69.5, phh2o ,1070,5.47, NAMERICA
-45.5,65, phh2o ,1294,5.47, NAMERICA
-45.5,65.5, phh2o ,1270,5.47, NAMERICA
-45.5,66, phh2o ,1245,5.47, NAMERICA
-45.5,66.5, phh2o ,1220,5.47, NAMERICA
-45.5,67, phh2o ,1195,5.47, NAMERICA
-45.5,67.5, phh2o ,1171,5.47, NAMERICA
-45.5,68, phh2o ,1146,5.47, NAMERICA
-45.5,68.5, phh2o ,1120,5.47, NAMERICA
-45.5,69, phh2o ,1095,5.47, NAMERICA
-45.5,69.5, phh2o ,1070,5.47, NAMERICA
-45,65, phh2o ,1294,5.47, NAMERICA
-45,65.5, phh2o ,1270,5.47, NAMERICA
-45,66, phh2o ,1245,5.47, NAMERICA
-45,66.5, phh2o ,1220,5.47, NAMERICA
-45,67, phh2o ,1195,5.47, NAMERICA
-45,67.5, phh2o ,1171,5.47, NAMERICA
-45,68, phh2o ,1146,5.47, NAMERICA
-45,68.5, phh2o ,1120,5.47, NAMERICA
-45,69, phh2o ,1095,5.47, NAMERICA
-45,69.5, phh2o ,1070,5.47, NAMERICA
-44.5,65, phh2o ,1294,5.47, NAMERICA
-44.5,65.5, phh2o ,1270,5.47, NAMERICA
-44.5,66, phh2o ,1245,5.47, NAMERICA
-44.5,66.5, phh2o ,1220,5.47, NAMERICA
-44.5,67, phh2o ,1195,5.47, NAMERICA
-44.5,67.5, phh2o ,1171,5.47, NAMERICA
-44.5,68, phh2o ,1146,5.47, NAMERICA
-44.5,68.5, phh2o ,1120,5.47, NAMERICA
-44.5,69, phh2o ,1095,5.47, NAMERICA
-44.5,69.5, phh2o ,1070,5.47, NAMERICA
-44,65, phh2o ,1294,5.25158, NAMERICA
-44,65.5, phh2o ,1270,5.25158, NAMERICA
-44,66, phh2o ,1245,5.25158, NAMERICA
-44,66.5, phh2o ,1220,5.25158, NAMERICA
-44,67, phh2o ,1195,5.25158, NAMERICA
-44,67.5, phh2o ,1171,5.25158, NAMERICA
-44,68, phh2o ,1146,5.25158, NAMERICA
-44,68.5, phh2o ,1120,5.25158, NAMERICA
-44,69, phh2o ,1095,5.25158, NAMERICA
-44,69.5, phh2o ,1070,5.25158, NAMERICA
-43.5,65, phh2o ,1294,5.47, NAMERICA
-43.5,65.5, phh2o ,1270,5.47, NAMERICA
-43.5,66, phh2o ,1245,5.47, NAMERICA
-43.5,66.5, phh2o ,1220,5.47, NAMERICA
-43.5,67, phh2o ,1195,5.47, NAMERICA
-43.5,67.5, phh2o ,1171,5.47, NAMERICA
-43.5,68, phh2o ,1146,5.47, NAMERICA
-43.5,68.5, phh2o ,1120,5.47, NAMERICA
-43.5,69, phh2o ,1095,5.47, NAMERICA
-43.5,69.5, phh2o ,1070,5.47, NAMERICA
-43,65, phh2o ,1294,5.47, NAMERICA
-43,65.5, phh2o ,1270,5.47, NAMERICA
-43,66, phh2o ,1245,5.47, NAMERICA
-43,66.5, phh2o ,1220,5.47, NAMERICA
-43,67, phh2o ,1195,5.47, NAMERICA
-43,67.5, phh2o ,1171,5.47, NAMERICA
-43,68, phh2o ,1146,5.47, NAMERICA
-43,68.5, phh2o ,1120,5.47, NAMERICA
-43,69, phh2o ,1095,5.47, NAMERICA
-43,69.5, phh2o ,1070,5.47, NAMERICA
-42.5,65, phh2o ,1294,5.47, NAMERICA
-42.5,65.5, phh2o ,1270,5.47, NAMERICA
-42.5,66, phh2o ,1245,5.47, NAMERICA
-42.5,66.5, phh2o ,1220,5.47, NAMERICA
-42.5,67, phh2o ,1195,5.47, NAMERICA
-42.5,67.5, phh2o ,1171,5.47, NAMERICA
-42.5,68, phh2o ,1146,5.47, NAMERICA
-42.5,68.5, phh2o ,1120,5.47, NAMERICA
-42.5,69, phh2o ,1095,5.47, NAMERICA
-42.5,69.5, phh2o ,1070,5.47, NAMERICA
-42,65, phh2o ,1294,5.47, NAMERICA
-42,65.5, phh2o ,1270,5.47, NAMERICA
-42,66, phh2o ,1245,5.47, NAMERICA
-42,66.5, phh2o ,1220,5.47, NAMERICA
-42,67, phh2o ,1195,5.47, NAMERICA
-42,67.5, phh2o ,1171,5.47, NAMERICA
-42,68, phh2o ,1146,5.47, NAMERICA
-42,68.5, phh2o ,1120,5.47, NAMERICA
-42,69, phh2o ,1095,5.47, NAMERICA
-42,69.5, phh2o ,1070,5.47, NAMERICA
-41.5,65, phh2o ,1294,5.47, NAMERICA
-41.5,65.5, phh2o ,1270,5.47, NAMERICA
-41.5,66, phh2o ,1245,5.47, NAMERICA
-41.5,66.5, phh2o ,1220,5.47, NAMERICA
-41.5,67, phh2o ,1195,5.47, NAMERICA
-41.5,67.5, phh2o ,1171,5.47, NAMERICA
-41.5,68, phh2o ,1146,5.47, NAMERICA
-41.5,68.5, phh2o ,1120,5.47, NAMERICA
-41.5,69, phh2o ,1095,5.47, NAMERICA
-41.5,69.5, phh2o ,1070,5.47, NAMERICA
-41,65, phh2o ,1294,5.47, NAMERICA
-41,65.5, phh2o ,1270,5.47, NAMERICA
-41,66, phh2o ,1245,5.47, NAMERICA
-41,66.5, phh2o ,1220,5.47, NAMERICA
-41,67, phh2o ,1195,5.47, NAMERICA
-41,67.5, phh2o ,1171,5.47, NAMERICA
-41,68, phh2o ,1146,5.47, NAMERICA
-41,68.5, phh2o ,1120,5.47, NAMERICA
-41,69, phh2o ,1095,5.47, NAMERICA
-41,69.5, phh2o ,1070,5.47, NAMERICA
-40.5,65, phh2o ,1294,5.47, NAMERICA
-40.5,65.5, phh2o ,1270,5.47, NAMERICA
-40.5,66, phh2o ,1245,5.47, NAMERICA
-40.5,66.5, phh2o ,1220,5.47, NAMERICA
-40.5,67, phh2o ,1195,5.47, NAMERICA
-40.5,67.5, phh2o ,1171,5.47, NAMERICA
-40.5,68, phh2o ,1146,5.47, NAMERICA
-40.5,68.5, phh2o ,1120,5.47, NAMERICA
-40.5,69, phh2o ,1095,5.47, NAMERICA
-40.5,69.5, phh2o ,1070,5.47, NAMERICA
-40,65.5, phh2o ,1270,5.47, NAMERICA
-40,66, phh2o ,1245,5.47, NAMERICA
-40,66.5, phh2o ,1220,5.47, NAMERICA
-40,67, phh2o ,1195,5.47, NAMERICA
-40,67.5, phh2o ,1171,5.47, NAMERICA
-40,68, phh2o ,1146,5.47, NAMERICA
-40,68.5, phh2o ,1120,5.47, NAMERICA
-40,69, phh2o ,1095,5.47, NAMERICA
-40,69.5, phh2o ,1070,5.47, NAMERICA
-39.5,65.5, phh2o ,1270,5.47, NAMERICA
-39.5,66, phh2o ,1245,5.47, NAMERICA
-39.5,66.5, phh2o ,1220,5.47, NAMERICA
-39.5,67, phh2o ,1195,5.47, NAMERICA
-39.5,67.5, phh2o ,1171,5.47, NAMERICA
-39.5,68, phh2o ,1146,5.47, NAMERICA
-39.5,68.5, phh2o ,1120,5.47, NAMERICA
-39.5,69, phh2o ,1095,5.47, NAMERICA
-39.5,69.5, phh2o ,1070,5.47, NAMERICA
-39,65.5, phh2o ,1270,5.47, NAMERICA
-39,66, phh2o ,1245,5.47, NAMERICA
-39,66.5, phh2o ,1220,5.47, NAMERICA
-39,67, phh2o ,1195,5.47, NAMERICA
-39,67.5, phh2o ,1171,5.47, NAMERICA
-39,68, phh2o ,1146,5.47, NAMERICA
-39,68.5, phh2o ,1120,5.47, NAMERICA
-39,69, phh2o ,1095,5.47, NAMERICA
-39,69.5, phh2o ,1070,5.47, NAMERICA
-38.5,65.5, phh2o ,1270,5.47, NAMERICA
-38.5,66, phh2o ,1245,5.47, NAMERICA
-38.5,66.5, phh2o ,1220,5.47, NAMERICA
-38.5,67, phh2o ,1195,5.47, NAMERICA
-38.5,67.5, phh2o ,1171,5.47, NAMERICA
-38.5,68, phh2o ,1146,5.47, NAMERICA
-38.5,68.5, phh2o ,1120,5.47, NAMERICA
-38.5,69, phh2o ,1095,5.47, NAMERICA
-38.5,69.5, phh2o ,1070,5.47, NAMERICA
-38,65.5, phh2o ,1270,5.47, NAMERICA
-38,66, phh2o ,1245,5.47, NAMERICA
-38,66.5, phh2o ,1220,5.47, NAMERICA
-38,67, phh2o ,1195,5.47, NAMERICA
-38,67.5, phh2o ,1171,5.47, NAMERICA
-38,68, phh2o ,1146,5.47, NAMERICA
-38,68.5, phh2o ,1120,5.47, NAMERICA
-38,69, phh2o ,1095,5.47, NAMERICA
-38,69.5, phh2o ,1070,5.47, NAMERICA
-37.5,65.5, phh2o ,1270,5.47, NAMERICA
-37.5,66, phh2o ,1245,5.47, NAMERICA
-37.5,66.5, phh2o ,1220,5.47, NAMERICA
-37.5,67, phh2o ,1195,5.47, NAMERICA
-37.5,67.5, phh2o ,1171,5.47, NAMERICA
-37.5,68, phh2o ,1146,5.47, NAMERICA
-37.5,68.5, phh2o ,1120,5.47, NAMERICA
-37.5,69, phh2o ,1095,5.47, NAMERICA
-37.5,69.5, phh2o ,1070,5.47, NAMERICA
-37,65.5, phh2o ,1270,5.47, NAMERICA
-37,66, phh2o ,1245,5.47, NAMERICA
-37,66.5, phh2o ,1220,5.47, NAMERICA
-37,67, phh2o ,1195,5.47, NAMERICA
-37,67.5, phh2o ,1171,5.47, NAMERICA
-37,68, phh2o ,1146,5.47, NAMERICA
-37,68.5, phh2o ,1120,5.47, NAMERICA
-37,69, phh2o ,1095,5.47, NAMERICA
-37,69.5, phh2o ,1070,5.47, NAMERICA
-36.5,66, phh2o ,1245,5.47, NAMERICA
-36.5,66.5, phh2o ,1220,5.47, NAMERICA
-36.5,67, phh2o ,1195,5.47, NAMERICA
-36.5,67.5, phh2o ,1171,5.47, NAMERICA
-36.5,68, phh2o ,1146,5.47, NAMERICA
-36.5,68.5, phh2o ,1120,5.47, NAMERICA
-36.5,69, phh2o ,1095,5.47, NAMERICA
-36.5,69.5, phh2o ,1070,5.47, NAMERICA
-36,66, phh2o ,1245,5.47, NAMERICA
-36,66.5, phh2o ,1220,5.47, NAMERICA
-36,67, phh2o ,1195,5.47, NAMERICA
-36,67.5, phh2o ,1171,5.47, NAMERICA
-36,68, phh2o ,1146,5.47, NAMERICA
-36,68.5, phh2o ,1120,5.47, NAMERICA
-36,69, phh2o ,1095,5.47, NAMERICA
-36,69.5, phh2o ,1070,5.47, NAMERICA
-35.5,66, phh2o ,1245,5.47, NAMERICA
-35.5,66.5, phh2o ,1220,5.47, NAMERICA
-35.5,67, phh2o ,1195,5.47, NAMERICA
-35.5,67.5, phh2o ,1171,5.47, NAMERICA
-35.5,68, phh2o ,1146,5.47, NAMERICA
-35.5,68.5, phh2o ,1120,5.47, NAMERICA
-35.5,69, phh2o ,1095,5.47, NAMERICA
-35.5,69.5, phh2o ,1070,5.47, NAMERICA
-35,66.5, phh2o ,1220,5.47, NAMERICA
-35,67, phh2o ,1195,5.47, NAMERICA
-35,67.5, phh2o ,1171,5.47, NAMERICA
-35,68, phh2o ,1146,5.47, NAMERICA
